rank,gene_id,protein_id,protein_name,log2_fold_change,fold_change,p_value,cellular_location,immunogenicity_score,combined_score
2349,ENSG00000149679,ENSP00000149679,ENSG00000149679 protein,1.66,3.16,3.356e-03,unknown,0.1,1.575
2350,ENSG00000129317,ENSP00000129317,PUS7L protein,1.60,3.03,1.785e-09,nucleus,0.61,1.575
2351,ENSG00000164430,ENSP00000164430,CGAS protein,1.61,3.05,4.252e-05,nucleus,0.55,1.575
2352,ENSG00000163931,ENSP00000163931,TKT protein,1.56,2.95,5.892e-07,membrane,0.95,1.574
2353,ENSG00000278238,ENSP00000278238,ENSG00000278238 protein,1.67,3.17,2.626e-03,unknown,0.05,1.573
2354,ENSG00000160207,ENSP00000160207,HSF2BP protein,1.58,3.00,1.397e-05,cytoplasm,0.73,1.573
2355,ENSG00000233718,ENSP00000233718,ENSG00000233718 protein,1.68,3.19,3.165e-02,unknown,0.05,1.573
2356,ENSG00000134013,ENSP00000134013,LOXL2 protein,1.56,2.95,2.079e-04,membrane,0.93,1.573
2357,ENSG00000240449,ENSP00000240449,ENSG00000240449 protein,1.66,3.16,7.165e-04,unknown,0.1,1.573
2358,ENSG00000159423,ENSP00000159423,ALDH4A1 protein,1.63,3.10,9.345e-04,mitochondria,0.3299999999999999,1.572
2359,ENSG00000126457,ENSP00000126457,PRMT1 protein,1.60,3.04,3.692e-07,nucleus,0.57,1.572
2360,ENSG00000126231,ENSP00000126231,PROZ protein,1.56,2.95,1.725e-03,membrane,0.9,1.571
2361,ENSG00000261431,ENSP00000261431,ENSG00000261431 protein,1.66,3.17,6.153e-03,unknown,0.05,1.571
2362,ENSG00000279845,ENSP00000279845,ENSG00000279845 protein,1.67,3.17,1.508e-02,unknown,0.05,1.570
2363,ENSG00000198208,ENSP00000198208,RPS6KL1 protein,1.66,3.15,3.554e-07,unknown,0.1,1.570
2364,ENSG00000145912,ENSP00000145912,NHP2 protein,1.58,3.00,1.062e-06,nucleus,0.7100000000000001,1.570
2365,ENSG00000221955,ENSP00000221955,SLC12A8 protein,1.56,2.94,7.592e-07,membrane,0.94,1.570
2366,ENSG00000198000,ENSP00000198000,NOL8 protein,1.59,3.01,3.834e-07,nucleus,0.67,1.570
2367,ENSG00000257654,ENSP00000257654,ENSG00000257654 protein,1.66,3.17,8.168e-03,unknown,0.05,1.569
2368,ENSG00000186889,ENSP00000186889,TMEM17 protein,1.56,2.95,9.587e-06,membrane,0.89,1.569
2369,ENSG00000273828,ENSP00000273828,ENSG00000273828 protein,1.66,3.16,4.463e-03,unknown,0.05,1.569
2370,ENSG00000106263,ENSP00000106263,EIF3B protein,1.58,2.99,7.961e-07,cytoplasm,0.72,1.568
2371,ENSG00000125743,ENSP00000125743,SNRPD2 protein,1.59,3.01,3.542e-04,nucleus,0.62,1.568
2372,ENSG00000283491,ENSP00000283491,ENSG00000283491 protein,1.66,3.16,2.670e-04,unknown,0.05,1.568
2373,ENSG00000107018,ENSP00000107018,RLN1 protein,1.59,3.01,2.865e-03,secreted,0.65,1.568
2374,ENSG00000158014,ENSP00000158014,SLC30A2 protein,1.55,2.93,6.874e-03,membrane,0.99,1.567
2375,ENSG00000236493,ENSP00000236493,ENSG00000236493 protein,1.66,3.16,2.974e-04,unknown,0.05,1.567
2376,ENSG00000205846,ENSP00000205846,CLEC6A protein,1.55,2.92,1.087e-03,membrane,0.98,1.567
2377,ENSG00000282097,ENSP00000282097,ENSG00000282097 protein,1.67,3.18,2.801e-02,unknown,0.05,1.567
2378,ENSG00000198937,ENSP00000198937,CCDC167 protein,1.55,2.92,9.975e-05,membrane,0.98,1.567
2379,ENSG00000115866,ENSP00000115866,DARS1 protein,1.58,2.99,6.347e-08,cytoplasm,0.72,1.567
2380,ENSG00000168411,ENSP00000168411,RFWD3 protein,1.59,3.01,8.286e-07,nucleus,0.63,1.566
2381,ENSG00000184786,ENSP00000184786,DYNLT2 protein,1.57,2.97,1.161e-04,cytoplasm,0.7699999999999999,1.566
2382,ENSG00000183779,ENSP00000183779,ZNF703 protein,1.59,3.01,3.146e-04,nucleus,0.63,1.566
2383,ENSG00000135436,ENSP00000135436,FAM186B protein,1.66,3.15,3.768e-03,unknown,0.05,1.565
2384,ENSG00000270720,ENSP00000270720,ENSG00000270720 protein,1.66,3.15,3.923e-04,unknown,0.05,1.565
2385,ENSG00000219700,ENSP00000219700,ENSG00000219700 protein,1.66,3.16,1.541e-02,unknown,0.05,1.565
2386,ENSG00000226696,ENSP00000226696,ENSG00000226696 protein,1.65,3.14,5.281e-03,unknown,0.1,1.565
2387,ENSG00000166226,ENSP00000166226,CCT2 protein,1.57,2.97,4.473e-07,cytoplasm,0.77,1.565
2388,ENSG00000212493,ENSP00000212493,SNORD19 protein,1.60,3.03,7.006e-04,nucleus,0.51,1.564
2389,ENSG00000257596,ENSP00000257596,ENSG00000257596 protein,1.65,3.15,9.099e-04,unknown,0.05,1.564
2390,ENSG00000265787,ENSP00000265787,ENSG00000265787 protein,1.66,3.15,4.952e-03,unknown,0.05,1.564
2391,ENSG00000277945,ENSP00000277945,ENSG00000277945 protein,1.65,3.15,1.069e-03,unknown,0.05,1.564
2392,ENSG00000249753,ENSP00000249753,ENSG00000249753 protein,1.65,3.15,1.063e-03,unknown,0.05,1.563
2393,ENSG00000266235,ENSP00000266235,ENSG00000266235 protein,1.65,3.15,4.869e-03,unknown,0.05,1.563
2394,ENSG00000125247,ENSP00000125247,TMTC4 protein,1.54,2.91,5.270e-07,membrane,0.99,1.563
2395,ENSG00000280027,ENSP00000280027,ENSG00000280027 protein,1.65,3.13,5.218e-05,unknown,0.1,1.563
2396,ENSG00000250884,ENSP00000250884,ENSG00000250884 protein,1.65,3.15,6.108e-03,unknown,0.05,1.562
2397,ENSG00000182308,ENSP00000182308,DCAF4L1 protein,1.65,3.14,3.367e-04,unknown,0.05,1.562
2398,ENSG00000254995,ENSP00000254995,STX16-NPEPL1 protein,1.55,2.94,1.059e-03,membrane,0.87,1.561
2399,ENSG00000092470,ENSP00000092470,WDR76 protein,1.58,3.00,2.554e-06,nucleus,0.61,1.561
2400,ENSG00000207181,ENSP00000207181,SNORA14B protein,1.58,3.00,3.198e-04,nucleus,0.6100000000000001,1.561
2401,ENSG00000122861,ENSP00000122861,PLAU protein,1.55,2.93,3.402e-04,secreted,0.8899999999999999,1.561
2402,ENSG00000228540,ENSP00000228540,ENSG00000228540 protein,1.65,3.15,1.197e-02,unknown,0.05,1.561
2403,ENSG00000141510,ENSP00000141510,TP53 protein,1.57,2.96,1.335e-03,nucleus,0.76,1.561
2404,ENSG00000062822,ENSP00000062822,POLD1 protein,1.58,2.99,1.179e-05,nucleus,0.65,1.560
2405,ENSG00000251537,ENSP00000251537,ENSG00000251537 protein,1.54,2.91,1.130e-03,membrane,0.97,1.560
2406,ENSG00000255521,ENSP00000255521,ENSG00000255521 protein,1.65,3.14,8.750e-03,unknown,0.05,1.560
2407,ENSG00000262714,ENSP00000262714,ENSG00000262714 protein,1.64,3.13,1.289e-05,unknown,0.1,1.560
2408,ENSG00000162746,ENSP00000162746,FCRLB protein,1.54,2.91,2.211e-03,membrane,0.97,1.560
2409,ENSG00000280383,ENSP00000280383,ENSG00000280383 protein,1.65,3.14,3.070e-03,unknown,0.05,1.560
2410,ENSG00000221829,ENSP00000221829,FANCG protein,1.60,3.02,8.573e-07,nucleus,0.51,1.560
2411,ENSG00000213343,ENSP00000213343,ENSG00000213343 protein,1.65,3.14,6.088e-04,unknown,0.05,1.559
2412,ENSG00000236603,ENSP00000236603,ENSG00000236603 protein,1.65,3.14,2.085e-06,unknown,0.05,1.559
2413,ENSG00000215840,ENSP00000215840,ENSG00000215840 protein,1.65,3.14,3.537e-03,unknown,0.05,1.559
2414,ENSG00000124222,ENSP00000124222,STX16 protein,1.54,2.90,1.453e-03,membrane,1,1.559
2415,ENSG00000274356,ENSP00000274356,ENSG00000274356 protein,1.65,3.15,1.730e-02,unknown,0.05,1.559
2416,ENSG00000205754,ENSP00000205754,ENSG00000205754 protein,1.65,3.14,3.340e-03,unknown,0.05,1.559
2417,ENSG00000116062,ENSP00000116062,MSH6 protein,1.55,2.94,1.522e-07,nucleus,0.83,1.558
2418,ENSG00000120327,ENSP00000120327,PCDHB14 protein,1.54,2.91,9.105e-05,membrane,0.94,1.558
2419,ENSG00000253187,ENSP00000253187,HOXA10-AS protein,1.65,3.14,3.252e-03,unknown,0.05,1.558
2420,ENSG00000153944,ENSP00000153944,MSI2 protein,1.57,2.97,4.177e-06,cytoplasm,0.68,1.557
2421,ENSG00000255893,ENSP00000255893,ENSG00000255893 protein,1.66,3.15,2.771e-02,unknown,0.05,1.557
2422,ENSG00000187959,ENSP00000187959,CPSF4L protein,1.59,3.02,3.288e-05,nucleus,0.49,1.557
2423,ENSG00000180071,ENSP00000180071,ENSG00000180071 protein,1.64,3.12,5.618e-04,unknown,0.1,1.557
2424,ENSG00000163827,ENSP00000163827,ENSG00000163827 protein,1.64,3.12,2.601e-04,unknown,0.1,1.556
2425,ENSG00000070950,ENSP00000070950,RAD18 protein,1.59,3.01,2.180e-06,nucleus,0.51,1.556
2426,ENSG00000067533,ENSP00000067533,RRP15 protein,1.64,3.12,6.312e-10,unknown,0.1,1.556
2427,ENSG00000276957,ENSP00000276957,ENSG00000276957 protein,1.65,3.14,1.640e-02,unknown,0.05,1.556
2428,ENSG00000121211,ENSP00000121211,MND1 protein,1.58,3.00,1.208e-05,nucleus,0.55,1.555
2429,ENSG00000213085,ENSP00000213085,CFAP45 protein,1.58,2.98,1.418e-03,cytoplasm,0.63,1.555
2430,ENSG00000228350,ENSP00000228350,ENSG00000228350 protein,1.64,3.12,4.001e-05,unknown,0.05,1.555
2431,ENSG00000274317,ENSP00000274317,ENSG00000274317 protein,1.64,3.12,4.274e-04,unknown,0.05,1.555
2432,ENSG00000120889,ENSP00000120889,TNFRSF10B protein,1.54,2.90,3.551e-04,membrane,0.94,1.554
2433,ENSG00000124181,ENSP00000124181,PLCG1 protein,1.53,2.89,6.618e-04,membrane,0.97,1.554
2434,ENSG00000229152,ENSP00000229152,ENSG00000229152 protein,1.64,3.11,2.580e-04,unknown,0.1,1.554
2435,ENSG00000260220,ENSP00000260220,CCDC187 protein,1.65,3.14,2.320e-02,unknown,0.05,1.554
2436,ENSG00000279741,ENSP00000279741,ENSG00000279741 protein,1.64,3.12,3.735e-04,unknown,0.05,1.553
2437,ENSG00000205702,ENSP00000205702,ENSG00000205702 protein,1.64,3.11,1.832e-03,unknown,0.1,1.553
2438,ENSG00000260213,ENSP00000260213,ENSG00000260213 protein,1.64,3.12,6.234e-06,unknown,0.05,1.553
2439,ENSG00000261366,ENSP00000261366,ENSG00000261366 protein,1.64,3.12,1.453e-04,unknown,0.05,1.553
2440,ENSG00000101181,ENSP00000101181,MTG2 protein,1.59,3.01,4.811e-05,mitochondria,0.47,1.553
2441,ENSG00000225192,ENSP00000225192,ENSG00000225192 protein,1.64,3.12,4.347e-04,unknown,0.05,1.552
2442,ENSG00000135074,ENSP00000135074,ADAM19 protein,1.53,2.89,1.232e-02,membrane,1,1.552
2443,ENSG00000262406,ENSP00000262406,MMP12 protein,1.56,2.94,2.334e-03,secreted,0.76,1.552
2444,ENSG00000156787,ENSP00000156787,TBC1D31 protein,1.56,2.94,2.438e-07,cytoplasm,0.74,1.552
2445,ENSG00000267191,ENSP00000267191,ENSG00000267191 protein,1.65,3.15,4.335e-02,unknown,0.05,1.551
2446,ENSG00000175538,ENSP00000175538,KCNE3 protein,1.52,2.88,1.339e-06,membrane,1,1.551
2447,ENSG00000233672,ENSP00000233672,RNASEH2B-AS1 protein,1.53,2.88,3.701e-04,membrane,0.98,1.551
2448,ENSG00000127364,ENSP00000127364,TAS2R4 protein,1.53,2.89,1.014e-02,membrane,0.96,1.550
2449,ENSG00000137310,ENSP00000137310,TCF19 protein,1.57,2.96,3.243e-07,nucleus,0.65,1.550
2450,ENSG00000158164,ENSP00000158164,TMSB15A protein,1.57,2.98,1.125e-03,cytoplasm,0.5900000000000001,1.550
2451,ENSG00000259768,ENSP00000259768,ENSG00000259768 protein,1.63,3.10,3.495e-05,unknown,0.1,1.550
2452,ENSG00000147140,ENSP00000147140,NONO protein,1.56,2.95,6.865e-06,nucleus,0.7100000000000001,1.549
2453,ENSG00000271826,ENSP00000271826,ENSG00000271826 protein,1.64,3.11,1.479e-03,unknown,0.05,1.549
2454,ENSG00000180198,ENSP00000180198,RCC1 protein,1.56,2.94,9.531e-08,nucleus,0.7200000000000001,1.549
2455,ENSG00000163655,ENSP00000163655,GMPS protein,1.56,2.94,6.289e-07,cytoplasm,0.72,1.549
2456,ENSG00000272905,ENSP00000272905,ENSG00000272905 protein,1.64,3.11,2.506e-04,unknown,0.05,1.548
2457,ENSG00000115687,ENSP00000115687,PASK protein,1.56,2.95,1.051e-06,cytoplasm,0.69,1.548
2458,ENSG00000286808,ENSP00000286808,ENSG00000286808 protein,1.64,3.11,4.219e-03,unknown,0.05,1.548
2459,ENSG00000086189,ENSP00000086189,DIMT1 protein,1.57,2.96,1.203e-09,nucleus,0.62,1.548
2460,ENSG00000164933,ENSP00000164933,SLC25A32 protein,1.52,2.88,2.135e-04,membrane,0.97,1.548
2461,ENSG00000125772,ENSP00000125772,GPCPD1 protein,1.55,2.94,2.305e-05,cytoplasm,0.72,1.547
2462,ENSG00000198918,ENSP00000198918,RPL39 protein,1.54,2.92,4.765e-04,cytoplasm,0.8099999999999999,1.547
2463,ENSG00000205089,ENSP00000205089,CCNI2 protein,1.57,2.97,5.627e-09,nucleus,0.58,1.546
2464,ENSG00000203999,ENSP00000203999,ENSG00000203999 protein,1.63,3.10,2.497e-04,unknown,0.05,1.546
2465,ENSG00000260589,ENSP00000260589,ENSG00000260589 protein,1.63,3.10,1.941e-03,unknown,0.05,1.546
2466,ENSG00000158042,ENSP00000158042,MRPL17 protein,1.58,2.99,1.327e-07,mitochondria,0.5,1.546
2467,ENSG00000101346,ENSP00000101346,POFUT1 protein,1.52,2.87,1.223e-05,membrane,0.97,1.546
2468,ENSG00000260498,ENSP00000260498,ENSG00000260498 protein,1.65,3.13,3.900e-02,unknown,0.05,1.546
2469,ENSG00000257472,ENSP00000257472,ENSG00000257472 protein,1.64,3.11,6.463e-03,unknown,0.05,1.546
2470,ENSG00000201555,ENSP00000201555,ENSG00000201555 protein,1.64,3.11,7.887e-03,unknown,0.05,1.546
2471,ENSG00000056998,ENSP00000056998,GYG2 protein,1.56,2.95,3.675e-03,cytoplasm,0.6699999999999999,1.546
2472,ENSG00000116857,ENSP00000116857,TMEM9 protein,1.52,2.87,2.683e-09,membrane,0.96,1.546
2473,ENSG00000234444,ENSP00000234444,ZNF736 protein,1.58,2.99,3.200e-03,nucleus,0.5,1.545
2474,ENSG00000189403,ENSP00000189403,HMGB1 protein,1.52,2.86,8.366e-07,membrane,1,1.545
2475,ENSG00000104889,ENSP00000104889,RNASEH2A protein,1.57,2.97,2.259e-05,nucleus,0.5700000000000001,1.545
2476,ENSG00000115368,ENSP00000115368,WDR75 protein,1.55,2.93,6.205e-08,nucleus,0.73,1.545
2477,ENSG00000146521,ENSP00000146521,ENSG00000146521 protein,1.63,3.09,7.093e-03,unknown,0.1,1.544
2478,ENSG00000269984,ENSP00000269984,ENSG00000269984 protein,1.63,3.10,4.138e-04,unknown,0.05,1.544
2479,ENSG00000279859,ENSP00000279859,ENSG00000279859 protein,1.63,3.10,2.491e-03,unknown,0.05,1.544
2480,ENSG00000256968,ENSP00000256968,ENSG00000256968 protein,1.63,3.10,1.252e-04,unknown,0.05,1.544
2481,ENSG00000255566,ENSP00000255566,ENSG00000255566 protein,1.63,3.10,3.548e-03,unknown,0.05,1.544
2482,ENSG00000274191,ENSP00000274191,ENSG00000274191 protein,1.63,3.10,5.013e-03,unknown,0.05,1.544
2483,ENSG00000136891,ENSP00000136891,ENSG00000136891 protein,1.62,3.08,9.667e-09,unknown,0.1,1.544
2484,ENSG00000080986,ENSP00000080986,NDC80 protein,1.57,2.96,7.970e-07,nucleus,0.59,1.544
2485,ENSG00000236438,ENSP00000236438,ENSG00000236438 protein,1.63,3.10,5.466e-03,unknown,0.05,1.543
2486,ENSG00000240280,ENSP00000240280,ENSG00000240280 protein,1.64,3.12,3.309e-02,unknown,0.05,1.543
2487,ENSG00000228492,ENSP00000228492,ENSG00000228492 protein,1.63,3.10,9.562e-04,unknown,0.05,1.543
2488,ENSG00000105865,ENSP00000105865,ENSG00000105865 protein,1.62,3.08,4.101e-06,unknown,0.1,1.543
2489,ENSG00000274678,ENSP00000274678,ENSG00000274678 protein,1.63,3.09,5.589e-04,unknown,0.05,1.542
2490,ENSG00000261716,ENSP00000261716,ENSG00000261716 protein,1.62,3.08,1.342e-03,unknown,0.1,1.542
2491,ENSG00000261329,ENSP00000261329,ENSG00000261329 protein,1.63,3.10,1.365e-02,unknown,0.05,1.542
2492,ENSG00000115053,ENSP00000115053,NCL protein,1.55,2.92,3.060e-07,nucleus,0.74,1.542
2493,ENSG00000178660,ENSP00000178660,ENSG00000178660 protein,1.63,3.09,7.884e-06,unknown,0.05,1.541
2494,ENSG00000266145,ENSP00000266145,ENSG00000266145 protein,1.63,3.09,4.265e-03,unknown,0.05,1.541
2495,ENSG00000110911,ENSP00000110911,SLC11A2 protein,1.51,2.85,2.616e-05,membrane,1,1.541
2496,ENSG00000130147,ENSP00000130147,SH3BP4 protein,1.55,2.93,3.190e-07,cytoplasm,0.67,1.541
2497,ENSG00000147955,ENSP00000147955,SIGMAR1 protein,1.51,2.85,7.441e-07,membrane,1,1.540
2498,ENSG00000108417,ENSP00000108417,KRT37 protein,1.56,2.95,1.225e-02,cytoplasm,0.62,1.540
2499,ENSG00000276070,ENSP00000276070,CCL4L2 protein,1.56,2.94,4.792e-02,secreted,0.7699999999999999,1.540
2500,ENSG00000265806,ENSP00000265806,ENSG00000265806 protein,1.63,3.09,9.506e-03,unknown,0.05,1.540
2501,ENSG00000139988,ENSP00000139988,RDH12 protein,1.53,2.89,1.413e-03,membrane,0.86,1.540
2502,ENSG00000102030,ENSP00000102030,NAA10 protein,1.57,2.96,1.279e-05,nucleus,0.55,1.540
2503,ENSG00000204650,ENSP00000204650,ENSG00000204650 protein,1.62,3.07,3.379e-03,unknown,0.1,1.539
2504,ENSG00000204954,ENSP00000204954,UQCC6 protein,1.59,3.01,2.159e-06,mitochondria,0.3399999999999999,1.538
2505,ENSG00000238276,ENSP00000238276,ENSG00000238276 protein,1.63,3.09,5.052e-03,unknown,0.05,1.538
2506,ENSG00000272692,ENSP00000272692,ENSG00000272692 protein,1.63,3.09,2.809e-03,unknown,0.05,1.538
2507,ENSG00000225742,ENSP00000225742,ENSG00000225742 protein,1.62,3.08,2.524e-04,unknown,0.05,1.538
2508,ENSG00000203740,ENSP00000203740,NTMT2 protein,1.57,2.97,1.520e-02,nucleus,0.56,1.538
2509,ENSG00000273786,ENSP00000273786,ENSG00000273786 protein,1.63,3.09,4.711e-03,unknown,0.05,1.538
2510,ENSG00000276334,ENSP00000276334,ENSG00000276334 protein,1.62,3.08,1.184e-04,unknown,0.05,1.538
2511,ENSG00000177426,ENSP00000177426,TGIF1 protein,1.55,2.94,1.676e-06,nucleus,0.63,1.537
2512,ENSG00000159131,ENSP00000159131,GART protein,1.53,2.89,2.434e-07,cytoplasm,0.8,1.537
2513,ENSG00000214433,ENSP00000214433,ENSG00000214433 protein,1.62,3.08,6.100e-05,unknown,0.05,1.537
2514,ENSG00000125835,ENSP00000125835,SNRPB protein,1.54,2.92,3.342e-07,nucleus,0.7000000000000001,1.537
2515,ENSG00000151131,ENSP00000151131,NOPCHAP1 protein,1.57,2.96,1.347e-06,nucleus,0.52,1.537
2516,ENSG00000226539,ENSP00000226539,ENSG00000226539 protein,1.63,3.10,2.845e-02,unknown,0.05,1.536
2517,ENSG00000205336,ENSP00000205336,ADGRG1 protein,1.51,2.84,1.293e-06,membrane,1,1.536
2518,ENSG00000174469,ENSP00000174469,CNTNAP2 protein,1.53,2.88,2.855e-02,membrane,0.92,1.536
2519,ENSG00000203711,ENSP00000203711,ENSG00000203711 protein,1.62,3.08,1.433e-03,unknown,0.05,1.535
2520,ENSG00000265511,ENSP00000265511,ENSG00000265511 protein,1.62,3.08,2.709e-03,unknown,0.05,1.535
2521,ENSG00000253667,ENSP00000253667,ENSG00000253667 protein,1.62,3.08,6.622e-03,unknown,0.05,1.535
2522,ENSG00000162493,ENSP00000162493,PDPN protein,1.52,2.86,1.753e-03,membrane,0.8999999999999999,1.535
2523,ENSG00000125798,ENSP00000125798,FOXA2 protein,1.56,2.95,2.708e-05,nucleus,0.55,1.534
2524,ENSG00000179528,ENSP00000179528,LBX2 protein,1.57,2.96,1.653e-04,nucleus,0.49,1.534
2525,ENSG00000196433,ENSP00000196433,ASMT protein,1.55,2.93,1.463e-02,cytoplasm,0.64,1.534
2526,ENSG00000143067,ENSP00000143067,ZNF697 protein,1.55,2.92,8.656e-05,nucleus,0.66,1.534
2527,ENSG00000106348,ENSP00000106348,IMPDH1 protein,1.53,2.89,8.479e-06,cytoplasm,0.77,1.533
2528,ENSG00000100036,ENSP00000100036,SLC35E4 protein,1.51,2.85,2.150e-04,membrane,0.94,1.533
2529,ENSG00000197332,ENSP00000197332,ENSG00000197332 protein,1.62,3.07,3.329e-03,unknown,0.05,1.532
2530,ENSG00000251013,ENSP00000251013,ENSG00000251013 protein,1.62,3.07,1.191e-03,unknown,0.05,1.532
2531,ENSG00000286383,ENSP00000286383,ENSG00000286383 protein,1.63,3.09,3.342e-02,unknown,0.05,1.531
2532,ENSG00000051596,ENSP00000051596,THOC3 protein,1.55,2.94,4.368e-09,nucleus,0.57,1.531
2533,ENSG00000261485,ENSP00000261485,ENSG00000261485 protein,1.61,3.05,1.299e-04,unknown,0.1,1.531
2534,ENSG00000267530,ENSP00000267530,ENSG00000267530 protein,1.62,3.07,9.690e-04,unknown,0.05,1.531
2535,ENSG00000268324,ENSP00000268324,ENSG00000268324 protein,1.62,3.06,2.081e-04,unknown,0.05,1.531
2536,ENSG00000234335,ENSP00000234335,ENSG00000234335 protein,1.61,3.06,9.766e-06,unknown,0.05,1.530
2537,ENSG00000241127,ENSP00000241127,YAE1 protein,1.54,2.90,4.443e-04,nucleus,0.7100000000000001,1.530
2538,ENSG00000260773,ENSP00000260773,ENSG00000260773 protein,1.62,3.08,2.108e-02,unknown,0.05,1.530
2539,ENSG00000226352,ENSP00000226352,ENSG00000226352 protein,1.61,3.06,2.115e-04,unknown,0.05,1.530
2540,ENSG00000123989,ENSP00000123989,CHPF protein,1.51,2.84,3.861e-06,membrane,0.94,1.530
2541,ENSG00000285621,ENSP00000285621,ENSG00000285621 protein,1.62,3.08,2.103e-02,unknown,0.05,1.529
2542,ENSG00000155755,ENSP00000155755,TMEM237 protein,1.50,2.82,1.203e-07,membrane,1,1.529
2543,ENSG00000149634,ENSP00000149634,SPATA25 protein,1.50,2.84,3.849e-04,membrane,0.94,1.528
2544,ENSG00000106701,ENSP00000106701,FSD1L protein,1.51,2.85,2.058e-04,membrane,0.88,1.528
2545,ENSG00000130299,ENSP00000130299,GTPBP3 protein,1.58,3.00,4.626e-06,mitochondria,0.2999999999999999,1.528
2546,ENSG00000118655,ENSP00000118655,DCLRE1B protein,1.55,2.93,9.652e-09,nucleus,0.55,1.528
2547,ENSG00000118263,ENSP00000118263,KLF7 protein,1.55,2.94,1.544e-04,nucleus,0.54,1.528
2548,ENSG00000279135,ENSP00000279135,ENSG00000279135 protein,1.61,3.06,3.811e-03,unknown,0.05,1.528
2549,ENSG00000213780,ENSP00000213780,GTF2H4 protein,1.56,2.96,1.368e-04,nucleus,0.45,1.528
2550,ENSG00000048162,ENSP00000048162,NOP16 protein,1.55,2.92,1.050e-06,nucleus,0.58,1.528
2551,ENSG00000275401,ENSP00000275401,ENSG00000275401 protein,1.61,3.06,1.045e-03,unknown,0.05,1.527
2552,ENSG00000175054,ENSP00000175054,ATR protein,1.55,2.92,2.247e-07,nucleus,0.59,1.527
2553,ENSG00000179431,ENSP00000179431,FJX1 protein,1.52,2.87,3.494e-02,secreted,0.8799999999999999,1.527
2554,ENSG00000225205,ENSP00000225205,ENSG00000225205 protein,1.60,3.04,1.201e-04,unknown,0.1,1.526
2555,ENSG00000285531,ENSP00000285531,ENSG00000285531 protein,1.61,3.05,1.514e-04,unknown,0.05,1.526
2556,ENSG00000245910,ENSP00000245910,ENSG00000245910 protein,1.60,3.03,5.587e-05,unknown,0.15,1.526
2557,ENSG00000160131,ENSP00000160131,VMA21 protein,1.49,2.81,1.428e-06,membrane,1,1.526
2558,ENSG00000200534,ENSP00000200534,SNORA33 protein,1.54,2.91,1.253e-03,nucleus,0.63,1.525
2559,ENSG00000244398,ENSP00000244398,ENSG00000244398 protein,1.60,3.04,2.429e-04,unknown,0.1,1.525
2560,ENSG00000007933,ENSP00000007933,FMO3 protein,1.50,2.83,9.415e-03,membrane,0.96,1.525
2561,ENSG00000205611,ENSP00000205611,ENSG00000205611 protein,1.61,3.05,1.194e-02,unknown,0.1,1.525
2562,ENSG00000232883,ENSP00000232883,ENSG00000232883 protein,1.61,3.05,4.131e-04,unknown,0.05,1.524
2563,ENSG00000222047,ENSP00000222047,ENSG00000222047 protein,1.61,3.05,1.223e-03,unknown,0.05,1.524
2564,ENSG00000133316,ENSP00000133316,WDR74 protein,1.55,2.93,2.763e-07,nucleus,0.53,1.524
2565,ENSG00000013573,ENSP00000013573,DDX11 protein,1.55,2.93,5.214e-06,nucleus,0.52,1.524
2566,ENSG00000184216,ENSP00000184216,IRAK1 protein,1.53,2.88,1.951e-04,cytoplasm,0.72,1.524
2567,ENSG00000227788,ENSP00000227788,ENSG00000227788 protein,1.61,3.05,8.375e-03,unknown,0.05,1.524
2568,ENSG00000160214,ENSP00000160214,RRP1 protein,1.53,2.90,1.566e-06,nucleus,0.65,1.523
2569,ENSG00000114554,ENSP00000114554,PLXNA1 protein,1.49,2.81,1.256e-05,membrane,1,1.523
2570,ENSG00000088727,ENSP00000088727,KIF9 protein,1.52,2.87,1.921e-04,cytoplasm,0.73,1.523
2571,ENSG00000207554,ENSP00000207554,ENSG00000207554 protein,1.61,3.05,5.040e-03,unknown,0.05,1.522
2572,ENSG00000095002,ENSP00000095002,MSH2 protein,1.51,2.85,3.373e-07,nucleus,0.8,1.522
2573,ENSG00000235947,ENSP00000235947,ENSG00000235947 protein,1.61,3.06,1.748e-02,unknown,0.05,1.522
2574,ENSG00000227925,ENSP00000227925,ENSG00000227925 protein,1.61,3.05,4.845e-03,unknown,0.05,1.522
2575,ENSG00000152147,ENSP00000152147,GEMIN6 protein,1.54,2.90,5.317e-06,nucleus,0.61,1.522
2576,ENSG00000203814,ENSP00000203814,H2BC18 protein,1.57,2.96,3.315e-02,nucleus,0.4599999999999999,1.521
2577,ENSG00000075188,ENSP00000075188,NUP37 protein,1.54,2.90,2.265e-07,nucleus,0.6,1.521
2578,ENSG00000256282,ENSP00000256282,ENSG00000256282 protein,1.60,3.04,1.395e-03,unknown,0.05,1.521
2579,ENSG00000215246,ENSP00000215246,ENSG00000215246 protein,1.61,3.05,9.058e-03,unknown,0.05,1.521
2580,ENSG00000148400,ENSP00000148400,NOTCH1 protein,1.49,2.80,1.691e-03,membrane,1,1.521
